kingdom,id,scientificName,scientificName
Invertebrados,11430,Lycaena helle,"Lycaena helle ([Denis & Schiffermüller], 1775)"
Invertebrados,12236,Macromia splendens,"Macromia splendens Pictet, 1843"
Invertebrados,10941,Macrothele calpeiana,"Macrothele calpeiana (Walckenaer, 1805)"
Invertebrados,33112,Maculinea arion,"Phengaris arion (Linnaeus, 1758)"
Invertebrados,11818,Maculinea nausithous,"Phengaris nausithous (Bergsträsser, 1779)"
Invertebrados,20372,Madrepora oculata,"Madrepora oculata Linnaeus, 1758"
Invertebrados,12085,Maiorerus randoi,"Maiorerus randoi Rambla, 1993"
Invertebrados,10713,Margaritifera auricularia,"Margaritifera auricularia (Spengler, 1793) "
Invertebrados,11662,Margaritifera margaritifera,"Margaritifera margaritifera (Linnaeus, 1758)"
Invertebrados,19049,Munidopsis polymorpha,"Munidopsis polymorpha Koelbel, 1892"
Invertebrados,23019,Nucella lapillus,"Nucella lapillus (Linnaeus, 1758)"
Invertebrados,20878,Ophidiaster ophidianus,"Ophidiaster ophidianus (Lamarck, 1816)"
Invertebrados,11213,Osmoderma eremita,"Osmoderma eremita (Scopoli, 1763)"
Invertebrados,11115,Oxygastra curtisii,"Oxygastra curtisii Dale, 1834"
Invertebrados,19131,Panulirus echinatus,"Panulirus echinatus Smith, 1869"
Invertebrados,20283,Parantipathes larix,"Parantipathes larix (Esper, 1790)"
Invertebrados,70515,Patella candei candei,"Patella candei candei D' Orbigny, 1840"
Invertebrados,22057,Patella ferruginea,"Patella ferruginea Gmelin, 1791"
Invertebrados,22053,Patella ulyssiponensis aspera,"Patella aspera Röding, 1798"
Invertebrados,21325,Pholas dactylus,"Pholas dactylus Linnaeus, 1758"
Invertebrados,11397,Pimelia granulicollis ,"Pimelia granulicollis Wollaston, 1864"
Invertebrados,21446,Pinna nobilis,"Pinna nobilis Linnaeus, 1758"
Invertebrados,21447,Pinna rudis,"Pinna rudis Linnaeus, 1758"
Invertebrados,11378,Polyommatus golgus,"Polyommatus golgus (Hübner, 1813)"
Invertebrados,12023,Proserpinus proserpina,"Proserpinus proserpina (Pallas, 1772)"
Invertebrados,22603,Ranella olearia,"Ranella olearium (Linnaeus, 1758)"
Invertebrados,10679,Rosalia alpina,"Rosalia alpina (Linnaeus, 1758)"
Invertebrados,11952,Saga pedo,"Saga pedo (Pallas, 1771)"
Invertebrados,32347,Sarcotragus foetidus,"Sarcotragus foetidus Schmidt, 1862"
Invertebrados,24280,Sarcophagus pipetta ,"Sarcotragus pipetta (Schmidt, 1868)"
Invertebrados,20394,Savalia savaglia,"Savalia savaglia (Bertoloni, 1819)"
Invertebrados,22521,Schilderia achatidea,"Schilderia achatidea (Gray in G. B. Sowerby I, 1837)"
Invertebrados,32282,Speleonectes ondinae,"Morlockia ondinae García-Valdecasas, 1984"
Invertebrados,24291,(4) Tethya sp.,"Tethya Lamarck, 1815"
Invertebrados,77005,Theodoxus velascoi,"Theodoxus meridionalis (Philippi, 1836)"
Invertebrados,22763,Tonna galea ,"Tonna galea (Linnaeus, 1758)"
Invertebrados,36475,Tritia tingitana,"Tritia tingitana (Pallary, 1901)"
Invertebrados,11658,Unio mancus,"Unio mancus Lamarck, 1819"
Invertebrados,24297,Unio ravoisieri (antes U. elongatulus),"Unio ravoisieri Deshayes, 1847"
Invertebrados,10696,Vertigo angustior,"Vertigo angustior Jeffreys, 1830"
Invertebrados,11788,Vertigo moulinsiana,"Vertigo moulinsiana (Dupuy, 1849)"
Invertebrados,22522,Zonaria pyrum,"Zonaria pyrum (Gmelin, 1791)"
Mamíferos,10820,Barbastella barbastellus,"Barbastella barbastellus (Schreber, 1774)"
Mamíferos,20089,Kogia breviceps,"Kogia breviceps (Blainville, 1838)"
Mamíferos,20090,Kogia sima,"Kogia sima (Owen, 1866)"
Mamíferos,20076,Lagenodelphis hosei,"Lagenodelphis hosei Fraser, 1956"
Mamíferos,11637,Lutra lutra,"Lutra lutra (Linnaeus, 1758)"
Mamíferos,11943,Lynx pardinus,"Lynx pardinus (Temminck, 1827)"
Mamíferos,20069,Megaptera novaeangliae,"Megaptera novaeangliae (Borowski, 1781)"
Mamíferos,20095,Mesoplodon densirostris,"Mesoplodon densirostris (Blainville, 1817)"
Mamíferos,20096,Mesoplodon europaeus,"Mesoplodon europaeus (Gervais, 1855)"
Mamíferos,20098,Mesoplodon mirus,"Mesoplodon mirus True, 1913"
Mamíferos,11803,Myotis myotis ,"Myotis myotis (Borkhausen, 1797)"
Mamíferos,10669,Atelerix algirus ,"Atelerix algirus (Lereboullet, 1842)"
Mamíferos,32175,Balaenoptera acutorostrata,"Balaenoptera acutorostrata Lacépède, 1804"
Mamíferos,32176,Balaenoptera borealis,"Balaenoptera borealis Lesson, 1828"
Mamíferos,20066,Balaenoptera edeni/brydei,"Balaenoptera edeni Anderson, 1879"
Mamíferos,32177,Balaenoptera musculus,"Balaenoptera musculus (Linnaeus, 1758)"
Mamíferos,32178,Balaenoptera physalus  ,"Balaenoptera physalus (Linnaeus, 1758)"
Mamíferos,11627,Canis lupus,"Canis lupus Linnaeus, 1758"
Mamíferos,16233,Castor fiber,"Castor fiber Linnaeus, 1758"
Mamíferos,10948,Crocidura canariensis,"Crocidura canariensis Hutterer, López-Jurado y Vogel, 1987"
Mamíferos,32179,Delphinus delphis,"Delphinus delphis Linnaeus, 1758"
Mamíferos,32179,Delphinus delphis,"Delphinus delphis Linnaeus, 1758"
Mamíferos,11792,Eliomys munbyanus,"Eliomys munbyanus (Pomel, 1856)"
Mamíferos,16225,Eptesicus isabellinus(antes E. serotinus),"Eptesicus isabellinus (Temminck, 1840)"
Mamíferos,12197,Eptesicus serotinus,"Eptesicus serotinus (Schreber, 1774)"
Mamíferos,20063,Eubalaena glacialis,"Eubalaena glacialis (Müller, 1776)"
Mamíferos,12214,Felis silvestris,"Felis silvestris Schreber, 1777"
Mamíferos,12059,Galemys pyrenaicus,"Galemys pyrenaicus (É. Geoffroy Saint-Hilaire, 1811)"
Mamíferos,12059,Galemys pyrenaicus,"Galemys pyrenaicus (É. Geoffroy Saint-Hilaire, 1811)"
Mamíferos,20073,Globicephala macrorhynchus,"Globicephala macrorhynchus Gray, 1846"
Mamíferos,32180,Globicephala melas,"Globicephala melas (Traill, 1809)"
Mamíferos,32180,Globicephala melas,"Globicephala melas (Traill, 1809)"
Mamíferos,20075,Grampus griseus,"Grampus griseus (G. Cuvier, 1812)"
Mamíferos,20093,Hyperoodon ampullatus,"Hyperoodon ampullatus (Forster, 1770)"
Mamíferos,12154,Hypsugo savii,"Hypsugo savii (Bonaparte, 1837)"
Mamíferos,16235,Iberomys (Microtus) cabrerae,"Iberomys cabrerae (Thomas, 1906)"
Mamíferos,12169,Miniopterus schreibersii  ,"Miniopterus schreibersii (Kuhl, 1817)"
Mamíferos,11767,Monachus monachus,"Monachus monachus (Hermann, 1779)"
Mamíferos,11214,Mustela erminea,"Mustela erminea Linnaeus, 1758"
Mamíferos,11638,Mustela lutreola,"Mustela lutreola (Linnaeus, 1761)"
Mamíferos,10661,Myotis alcathoe (= M. mystacinus),"Myotis alcathoe Helversen & Heller, 2001"
Mamíferos,10826,Myotis bechsteinii ,"Myotis bechsteinii (Kuhl, 1817)"
Mamíferos,10866,Myotis blythii ,"Myotis blythii (Tomes, 1857)"
Mamíferos,10958,Myotis capaccinii,"Myotis capaccinii (Bonaparte, 1837)"
Mamíferos,11131,Myotis daubentonii,"Myotis daubentonii (Kuhl, 1817)"
Mamíferos,11206,Myotis emarginatus  ,"Myotis emarginatus (E. Geoffroy, 1806)"
Mamíferos,16226,Myotis nattereri (=M. escalerai),"Myotis escalerai Cabrera, 1904"
Mamíferos,16227,Myotis nattereri (=M. escalerai),"Myotis crypticus Ruedi et al., 2019"
Mamíferos,11805,Myotis mystacinus ,"Myotis mystacinus (Kuhl, 1817)"
Mamíferos,12040,Myotis punicus,"Myotis punicus Felten, 1977"
Mamíferos,11566,Nyctalus lasiopterus ,"Nyctalus lasiopterus (Schreber, 1780)"
Mamíferos,11573,Nyctalus leisleri,"Nyctalus leisleri (Kuhl, 1817)"
Mamíferos,11862,Nyctalus noctula  ,"Nyctalus noctula (Schreber, 1774)"
Mamíferos,20079,Orcinus orca,"Orcinus orca (Linnaeus, 1758)"
Mamíferos,20079,Orcinus orca,"Orcinus orca (Linnaeus, 1758)"
Mamíferos,32181,Phocoena phocoena  ,"Phocoena phocoena (Linnaeus, 1758)"
Mamíferos,24217,Physeter macrocephalus,"Physeter macrocephalus Linnaeus, 1758"
Mamíferos,11550,Pipistrellus kuhlii,"Pipistrellus kuhlii (Kuhl, 1817)"
Mamíferos,11646,Pipistrellus maderensis,"Pipistrellus maderensis (Dobson, 1878)"
Mamíferos,11814,Pipistrellus nathusii,"Pipistrellus nathusii (Keyserling & Blasius, 1839)"
Mamíferos,11991,Pipistrellus pipistrellus,"Pipistrellus pipistrellus (Schreber, 1774)"
Mamíferos,12050,Pipistrellus pygmaeus (antes P. pipistrellus),"Pipistrellus pygmaeus (Leach, 1825)"
Mamíferos,10715,Plecotus auritus,"Plecotus auritus (Linnaeus, 1758)"
Mamíferos,10799,Plecotus austriacus,"Plecotus austriacus (J. Fischer, 1829)"
Mamíferos,11641,Plecotus macrobullaris,"Plecotus macrobullaris Kuzjakin,1965"
Mamíferos,12303,Plecotus teneriffae,"Plecotus teneriffae Barrett-Hamilton, 1907"
Mamíferos,20080,Pseudorca crassidens,"Pseudorca crassidens (Owen, 1846)"
Mamíferos,11230,Rhinolophus euryale ,"Rhinolophus euryale Blasius, 1853"
Mamíferos,11264,Rhinolophus ferrumequinum ,"Rhinolophus ferrumequinum (Schreber, 1774)"
Mamíferos,11451,Rhinolophus hipposideros,"Rhinolophus hipposideros (Bechstein, 1800)"
Mamíferos,11702,Rhinolophus mehelyi ,"Rhinolophus mehelyi Matschie, 1901"
Mamíferos,20082,Stenella coeruleoalba,"Stenella coeruleoalba (Meyen, 1833)"
Mamíferos,20083,Stenella frontalis,"Stenella frontalis (G. Cuvier, 1829)"
Mamíferos,20085,Steno bredanensis,"Steno bredanensis (G. Cuvier, in Lesson, 1828)"
Mamíferos,12305,Tadarida teniotis,"Tadarida teniotis (Rafinesque, 1814)"
Mamíferos,20087,Tursiops truncatus ,"Tursiops truncatus (Montagu,1821)"
Mamíferos,10755,Ursus arctos,"Ursus arctos Linnaeus, 1758"
Mamíferos,20099,Ziphius cavirostris,"Ziphius cavirostris G. Cuvier, 1823"
Peces,10752,Chondrostoma arcasii,"Achondrostoma arcasii (Steindachner, 1866)"
Peces,15035,Acipenser sturio ,"Acipenser sturio Linnaeus, 1758 "
Peces,201579,(6) Alopiidae ,"Alopiidae Bonaparte, 1835"
Peces,11454,Anaecypris hispanica ,"Anaecypris hispanica (Steindachner, 1866)"
Peces,10807,Aphanius baeticus ,"Aphanius baeticus Doadrio, Carmona & Fernández-Delgado, 2002"
Peces,11495,Aphanius iberus ,"Aphanius iberus (Valenciennes, 1846)"
Peces,15999,Carcharias taurus,"Carcharias taurus Rafinesque, 1810"
Peces,15994,Carcharodon carcharias,"Carcharodon carcharias (Linnaeus, 1758)"
Peces,15993,Cetorhinus maximus,"Cetorhinus maximus (Gunnerus, 1765)"
Peces,15932,Chilomycterus atringa,"Chilomycterus reticulatus (Linnaeus, 1758)"
Peces,10795,Cottus aturi (= C. gobio),"Cottus aturi Freyhof, Kottelat & Nolte, 2005"
Peces,11471,Cottus hispaniolensis  (= C. gobio),"Cottus hispaniolensis Bâcescu & Bâcescu-Mester, 1964"
Peces,16020,Dipturus batis,"Dipturus batis (Linnaeus, 1758)"
Peces,15982,Galeorhinus galeus,"Galeorhinus galeus (Linnaeus, 1758)"
Peces,16007,Gymnura altavela,"Gymnura altavela (Linnaeus, 1758)"
Peces,15916,Hippocampus guttulatus (= H. ramulosus) ,"Hippocampus guttulatus Cuvier, 1829"
Peces,15917,Hippocampus hippocampus ,"Hippocampus hippocampus (Linnaeus, 1758)"
Peces,15995,Isurus oxyrinchus,"Isurus oxyrinchus Rafinesque, 1810"
Peces,15997,Lamna nasus,"Lamna nasus (Bonnaterre, 1788)"
Peces,11997,Lampetra planeri,"Lampetra planeri (Bloch, 1784)"
Peces,16023,Leucoraja circularis,"Leucoraja circularis (Couch, 1838)"
Peces,24250,Leucoraja melitensis,"Leucoraja melitensis (Clark, 1926)"
Peces,16010,Mobula mobular,"Mobula mobular (Bonnaterre, 1788)"
Peces,16000,Odontaspis ferox,"Odontaspis ferox (Risso, 1810)"
Peces,16060,Oxynotus centrina,"Oxynotus centrina (Linnaeus, 1758)"
Peces,10765,Parachondrostoma arrigonis (= Chondrostoma arrigonis) ,"Parachondrostoma arrigonis (Steindachner, 1866)"
Peces,11673,Petromyzon marinus,"Petromyzon marinus Linnaeus, 1758"
Peces,16017,Pristis pectinata,"Pristis pectinata Latham, 1794"
Peces,16018,Pristis pristis,"Pristis pristis (Linnaeus, 1758)"
Peces,79268,Rhinobatos cemiculus,"Glaucostegus cemiculus (Geoffroy Saint-Hilaire, 1817)"
Peces,16045,Rhinobatos rhinobatos,"Rhinobatos rhinobatos (Linnaeus, 1758)"
Peces,16043,Rostroraja alba,"Rostroraja alba (Lacepède, 1803)"
Peces,11287,Salaria fluviatilis (= Blennius fluviatilis),"Salaria fluviatilis (Asso, 1801)"
Peces,201574,(5) Sphyrnidae,"Sphyrnidae Bonaparte,1840"
Peces,11925,Squalius palaciosi (= Iberocypris palaciosi),"Squalius palaciosi (Doadrio, 1980)"
Peces,16072,Squatina aculeata,"Squatina aculeata Cuvier, 1829"
Peces,16072,Squatina aculeata,"Squatina aculeata Cuvier, 1829"
Peces,20053,Squatina oculata,"Squatina oculata Bonaparte, 1840"
Peces,20053,Squatina oculata,"Squatina oculata Bonaparte, 1840"
Peces,16073,Squatina squatina,"Squatina squatina (Linnaeus, 1758)"
Peces,16073,Squatina squatina,"Squatina squatina (Linnaeus, 1758)"
Peces,11455,Valencia hispanica,"Valencia hispanica (Valenciennes, 1846)"
Reptiles,11682,Iberolacerta martinezricai,"Iberolacerta martinezricai (Arribas, 1996)"
Reptiles,11660,Algyroides marchi,"Algyroides marchi Valverde, 1958"
Reptiles,11301,Anguis fragilis ,"Anguis fragilis Linnaeus, 1758"
Reptiles,10901,Blanus cinereus,"Blanus cinereus (Vandelli, 1797)"
Reptiles,12320,Blanus tingitanus,"Blanus tingitanus Busack, 1988"
Reptiles,10970,Caretta caretta ,"Caretta caretta (Linnaeus, 1758)"
Reptiles,10827,Chalcides bedriagai,"Chalcides bedriagai (Boscá, 1880)"
Reptiles,11058,Chalcides colosii,"Chalcides colosii Lanza, 1957"
Reptiles,12025,Chalcides pseudostriatus,"Chalcides pseudostriatus Caputo, 1993"
Reptiles,12202,Chalcides sexlineatus,"Chalcides sexlineatus Steindachner, 1891"
Reptiles,12218,Chalcides simonyi,"Chalcides simonyi Steindachner, 1891"
Reptiles,12254,Chalcides striatus (antes Chalcides chalcides),"Chalcides striatus (Cuvier, 1829)"
Reptiles,11220,Acanthodactylus erythrurus,"Acanthodactylus erythrurus (Schinz, 1833)"
Reptiles,12399,Chalcides viridanus,"Chalcides viridanus (Gravenhorst, 1851)"
Reptiles,10883,Chamaeleo chamaeleon,"Chamaeleo chamaeleon (Linnaeus, 1758)"
Reptiles,11801,Chelonia mydas,"Chelonia mydas (Linnaeus, 1758)"
Reptiles,10718,Coronella austriaca,"Coronella austriaca Laurenti, 1768"
Reptiles,11362,Coronella girondica ,"Coronella girondica (Daudin, 1803)"
Reptiles,20100,Dermochelys coriacea,"Dermochelys coriacea (Vandelli, 1761) "
Reptiles,11903,Emys orbicularis,"Emys orbicularis (Linnaeus, 1758)"
Reptiles,11505,Eretmochelys imbricata,"Eretmochelys imbricata (Linnaeus, 1766)"
Reptiles,10785,Gallotia atlantica,"Gallotia atlantica (Peters & Doria, 1882)"
Reptiles,10875,Gallotia gomerana  ,"Gallotia bravoana Hutterer, 1985"
Reptiles,24239,Gallotia galloti insulanagae,Gallotia galloti insulanagae Martin 1985
Reptiles,11516,Gallotia intermedia ,"Gallotia intermedia Hernández, Nogales & Martín, 2000"
Reptiles,12219,Gallotia simonyi  ,"Gallotia simonyi (Steindachner, 1889)"
Reptiles,12242,Gallotia stehlini,"Gallotia stehlini (Schenkel, 1901)"
Reptiles,12351,Hemidactylus turcicus ,"Hemidactylus turcicus (Linnaeus, 1758)"
Reptiles,11448,Hemorrhois hippocrepis (antes Coluber hippocrepis),"Hemorrhois hippocrepis (Linnaeus, 1758)"
Reptiles,12402,Hierophis viridiflavus (antes Coluber viridiflavus) ,"Hierophis viridiflavus (Lacépède, 1789)"
Reptiles,10748,Iberolacerta aranica (antes Lacerta aranica),"Iberolacerta aranica (Arribas, 1993)"
Reptiles,10712,Iberolacerta aurelioi (antes Lacerta aurelioi),"Iberolacerta aurelioi (Arribas, 1994)"
Reptiles,10726,Iberolacerta bonnali (antes Lacerta bonnali),"Iberolacerta bonnali (Lantz, 1927)"
Reptiles,11123,Iberolacerta cyreni,"Iberolacerta cyreni (Müller & Hellmich, 1937)"
Reptiles,11330,Iberolacerta galani (antes incluida en Iberolacerta monticola),"Iberolacerta galani Arribas, Carranza & Odierna, 2006"
Reptiles,11779,Iberolacerta monticola (antes Lacerta monticola) ,"Iberolacerta monticola (Boulenger, 1905)"
Reptiles,11034,Lacerta agilis,"Lacerta agilis (Linnaeus, 1758)"
Reptiles,10852,Lacerta bilineata (=Lacerta viridis bilineata),"Lacerta bilineata (Daudin, 1802)"
Reptiles,12168,Lacerta schreiberi,"Lacerta schreiberi Bedriaga, 1878"
Reptiles,11545,Lepidochelys kempii,"Lepidochelys kempii (Garman, 1880)"
Reptiles,16213,Lepidochelys olivacea,"Lepidochelys olivacea (Eschscholtz, 1829)"
Reptiles,10913,Macroprotodon brevis (antes M. cucullatus),"Macroprotodon brevis (Günther, 1862)"
Reptiles,11696,Macroprotodon mauritanicus (antes M. cucullatus),"Macroprotodon mauritanicus Guichenot, 1850"
Reptiles,11585,Mauremys leprosa,"Mauremys leprosa (Schweigger, 1812)"
Reptiles,11688,Natrix maura  ,"Natrix maura (Linnaeus, 1758)"
Reptiles,11815,Natrix natrix,"Natrix natrix (Linnaeus, 1758)"
Reptiles,11596,Podarcis lilfordi,"Podarcis lilfordi (Günther, 1874)"
Reptiles,11794,Podarcis muralis,"Podarcis muralis (Laurenti, 1768)"
Reptiles,11995,Podarcis pityusensis,"Podarcis pityusensis (Boscá, 1883)"
Reptiles,12208,Podarcis sicula,"Podarcis sicula (Rafinesque, 1810)"
Reptiles,12385,Podarcis vaucheri (antes Podarcis hispanica),"Podarcis vaucheri (Boulenger, 1905)"
Reptiles,10670,Psammodromus algirus,"Psammodromus algirus (Linnaeus, 1758)"
Reptiles,11461,Psammodromus hispanicus,"Psammodromus hispanicus Fitzinger, 1826"
Reptiles,33095,Rhinechis scalaris (antes Elaphe scalaris),"Zamenis scalaris (Schinz, 1822)"
Reptiles,10695,Tarentola angustimentalis,"Tarentola angustimentalis Steindachner, 1891"
Reptiles,10870,Tarentola boettgeri,"Tarentola boettgeri Steindachner, 1891"
Reptiles,11141,Tarentola delalandii,"Tarentola delalandii (Duméril & Bibron, 1836)"
Reptiles,11379,Tarentola gomerensis,"Tarentola gomerensis Joger & Bischoff, 1983"
Reptiles,11692,Tarentola mauritanica,"Tarentola mauritanica (Linnaeus, 1758)"
Reptiles,11385,Testudo graeca,"Testudo graeca Linnaeus, 1758"
Reptiles,11434,Testudo hermanni,"Testudo hermanni (Gmelin, 1789)"
Reptiles,11434,Testudo hermanni,"Testudo hermanni (Gmelin, 1789)"
Reptiles,11582,Timon lepidus (antes Lacerta lepida),"Timon lepidus (Daudin, 1802)"
Reptiles,12291,Timon tangitanus (antes Lacerta tangitana),"Timon tangitanus (Boulenger, 1887)"
Reptiles,12426,Trogonophis wiegmanni elegans ,"Trogonophis wiegmanni Kaup, 1830"
Reptiles,11567,Vipera latastei,"Vipera latastei Boscá, 1878"
Reptiles,11616,Zamenis longissimus (antes Elaphe longissima) ,"Zamenis longissimus (Laurenti, 1768)"
Reptiles,12411,Zootoca vivipara,"Zootoca vivipara (Jacquin, 1787)"
