"classe","ordre","esp_cies_nom_cient_fic","esp_cies_nom_com","categoria_cat_leg"
"Ocell","Estrigiformes","Asio flammeus","Mussol emigrant","Protegida"
"Ocell","Estrigiformes","Asio otus","Mussol banyut","Protegida"
"Ocell","Estrigiformes","Athene noctua","Mussol comú","Vulnerable"
"Ocell","Estrigiformes","Bubo bubo","Duc","Protegida"
"Ocell","Estrigiformes","Otus scops","Xot","Protegida"
"Ocell","Estrigiformes","Strix aluco","Gamarús","Protegida"
"Ocell","Estrigiformes","Tyto alba","Òliba","Vulnerable"
"Ocell","Falconiformes","Falco columbarius","Esmerla","Protegida"
"Ocell","Falconiformes","Falco eleonorae","Falcó de la reina","Protegida"
"Ocell","Falconiformes","Falco peregrinus","Falcó pelegrí","Protegida"
"Ocell","Falconiformes","Falco subbuteo","Falcó mostatxut","Protegida"
"Ocell","Falconiformes","Falco tinnunculus","Xoriguer (comú)","Protegida"
"Ocell","Falconiformes","Falco vespertinus","Falcó cama-roig","Protegida"
"Ocell","Gal·liformes","Alectoris graeca","Perdiu de roca","Extinta com a reproductora"
"Ocell","Gal·liformes","Lagopus muta","Perdiu blanca","Vulnerable"
"Ocell","Gal·liformes","Lyrurus tetrix","Gall de cua forcada","Extinta com a reproductora"
"Ocell","Gal·liformes","Tetrao urogallus","Gall fer","En perill d'extinció"
"Ocell","Gal·liformes","Tetrastes bonasia (= Bonasa bonasia)","Grèvol","Extinta com a reproductora"
"Ocell","Gaviformes","Gavia arctica","Calàbria agulla","Protegida"
"Ocell","Gaviformes","Gavia immer","Calàbria grossa","Protegida"
"Ocell","Gaviformes","Gavia stellata","Calàbria petita","Protegida"
"Ocell","Gruïformes","Crex crex","Guatlla maresa","Protegida"
"Ocell","Gruïformes","Fulica cristata","Fotja banyuda","En perill d'extinció"
"Ocell","Gruïformes","Grus grus","Grua (vulgar)","Protegida"
"Ocell","Gruïformes","Otis tarda","Pioc salvatge","Extinta com a reproductora"
"Ocell","Gruïformes","Porphyrio porphyrio","Polla blava","Protegida"
"Ocell","Gruïformes","Porzana porzana","Polla pintada","Protegida"
"Ocell","Gruïformes","Rallus aquaticus","Rascló","Protegida"
"Ocell","Gruïformes","Tetrax tetrax","Sisó","En perill d'extinció"
"Ocell","Gruïformes","Zapornia parva (= Porzana parva)","Rascletó","Protegida"
"Ocell","Gruïformes","Zapornia pusilla (= Porzana pusilla)","Rasclet","Vulnerable"
"Ocell","Passeriformes","Acrocephalus arundinaceus","Balquer","Protegida"
"Ocell","Passeriformes","Acrocephalus melanopogon","Boscarla mostatxuda","Vulnerable"
"Ocell","Passeriformes","Acrocephalus paludicola","Boscarla d’aigua","Protegida"
"Ocell","Passeriformes","Acrocephalus schoenobaenus","Boscarla dels joncs","Protegida"
"Ocell","Passeriformes","Acrocephalus scirpaceus","Boscarla de canyar","Protegida"
"Ocell","Passeriformes","Aegithalos caudatus","Mallerenga cuallarga","Protegida"
"Ocell","Passeriformes","Alaudala rufescens (= Calandrella rufescens)","Terrerola rogenca","Protegida"
"Ocell","Passeriformes","Anthus campestris","Trobat","Protegida"
"Ocell","Passeriformes","Anthus cervinus","Piula gola-roja","Protegida"
"Ocell","Passeriformes","Anthus pratensis","Titella","Protegida"
"Ocell","Passeriformes","Anthus spinoletta","Grasset de muntanya","Protegida"
"Ocell","Passeriformes","Anthus trivialis","Piula dels arbres","Protegida"
"Ocell","Passeriformes","Calandrella brachydactyla","Terrerola vulgar","En perill d'extinció"
"Ocell","Passeriformes","Carduelis citrinella (= Serinus citrinella)","Llucareta","Protegida"
"Ocell","Passeriformes","Cecropis daurica (= Hirundo daurica)","Oreneta cua-rogenca","Protegida"
"Ocell","Passeriformes","Cercotrichas galactotes","Cuaenlairat","Extinta com a reproductora"
"Ocell","Passeriformes","Certhia brachydactyla","Raspinell comú","Protegida"
"Ocell","Passeriformes","Certhia familiaris","Raspinell pirinenc","Protegida"
"Ocell","Passeriformes","Cettia cetti","Rossinyol bord","Protegida"
"Ocell","Passeriformes","Chersophilus duponti","Alosa becuda","En perill d'extinció"
"Ocell","Passeriformes","Cinclus cinclus aquaticus","Merla d'aigua","En perill d'extinció"
"Ocell","Passeriformes","Cinclus cinclus cinclus","Merla d’aigua","Protegida"
"Ocell","Passeriformes","Cisticola juncidis","Trist","Protegida"
"Ocell","Passeriformes","Coccothraustes coccothraustes","Durbec","Protegida"
"Ocell","Passeriformes","Coloeus monedula (=  Corvus monedula)","Gralla","Vulnerable"
"Ocell","Passeriformes","Curruca communis (= Sylvia communis)","Tallareta vulgar","Protegida"
"Ocell","Passeriformes","Curruca conspicillata (= Sylvia conspicillata)","Tallarol trencamates","Vulnerable"
"Ocell","Passeriformes","Curruca hortensis (= Sylvia hortensis)","Tallarol emmascarat","Protegida"
"Ocell","Passeriformes","Curruca iberiae (= Sylvia iberiae = Sylvia cantillans)","Tallarol de garriga","Protegida"
"Ocell","Passeriformes","Curruca melanocephala (= Sylvia melanocephala)","Tallarol capnegre","Protegida"
"Ocell","Passeriformes","Curruca undata (= Sylvia undata)","Tallareta cuallarga","Protegida"
"Ocell","Passeriformes","Cyanistes caeruleus (= Parus caeruleus)","Mallerenga blava","Protegida"
"Ocell","Passeriformes","Delichon urbicum","Oreneta cuablanca","Protegida"
"Ocell","Passeriformes","Emberiza cia","Sit negre","Protegida"
"Ocell","Passeriformes","Emberiza cirlus","Gratapalles","Protegida"
"Ocell","Passeriformes","Emberiza citrinella","Verderola","Vulnerable"
"Ocell","Passeriformes","Emberiza hortulana","Hortolà","Protegida"
"Ocell","Passeriformes","Emberiza schoeniclus witherbyi","Repicatalons","En perill d'extinció"
"Ocell","Passeriformes","Erithacus rubecula","Pit-roig","Protegida"
"Ocell","Passeriformes","Ficedula albicollis","Papamosques de collar","Protegida"
"Ocell","Passeriformes","Ficedula hypoleuca","Mastegatatxes","Protegida"
"Ocell","Passeriformes","Fringilla montifringilla","Pinsà mec","Protegida"
"Ocell","Passeriformes","Galerida cristata","Cogullada vulgar","Protegida"
"Ocell","Passeriformes","Galerida theklae","Cogullada fosca","Protegida"
"Ocell","Passeriformes","Hippolais polyglotta","Bosqueta vulgar","Protegida"
"Ocell","Passeriformes","Hirundo rustica","Oreneta vulgar","Protegida"
"Ocell","Passeriformes","Iduna opaca (= Hippolais opaca)","Bosqueta pàl·lida occidental","Protegida"
"Ocell","Passeriformes","Lanius collurio","Escorxador","Protegida"
"Ocell","Passeriformes","Lanius meridionalis","Botxí meridional","En perill d'extinció"
"Ocell","Passeriformes","Lanius minor","Trenca","En perill d'extinció"
"Ocell","Passeriformes","Lanius senator","Capsigrany","Protegida"
"Ocell","Passeriformes","Locustella luscinioides","Boscaler comú","En perill d'extinció"
"Ocell","Passeriformes","Locustella naevia","Boscaler pintat gros","Protegida"
"Ocell","Passeriformes","Lophophanes cristatus (= Parus cristatus)","Mallerenga emplomallada","Protegida"
"Ocell","Passeriformes","Loxia curvirostra","Trencapinyes","Protegida"
"Ocell","Passeriformes","Lullula arborea","Cotoliu","Protegida"
"Ocell","Passeriformes","Luscinia megarhynchos","Rossinyol","Protegida"
"Ocell","Passeriformes","Luscinia svecica","Cotxa blava","Protegida"
"Ocell","Passeriformes","Melanocorypha calandra","Calàndria","Protegida"
"Ocell","Passeriformes","Monticola saxatilis","Merla roquera","Protegida"
"Ocell","Passeriformes","Monticola solitarius","Merla blava","Protegida"
"Ocell","Passeriformes","Montifringilla nivalis","Pardal d’ala blanca","Protegida"
"Ocell","Passeriformes","Motacilla alba","Cuereta blanca","Protegida"
"Ocell","Passeriformes","Motacilla cinerea","Cuereta torrentera","Protegida"
"Ocell","Passeriformes","Motacilla flava","Cuereta groga","Protegida"
"Ocell","Passeriformes","Muscicapa striata","Papamosques gris","Protegida"
"Ocell","Passeriformes","Oenanthe hispanica","Còlit ros","Vulnerable"
"Ocell","Passeriformes","Oenanthe leucura","Còlit negre","En perill d'extinció"
"Ocell","Passeriformes","Oenanthe oenanthe","Còlit gris","Protegida"
"Ocell","Passeriformes","Oriolus oriolus","Oriol","Protegida"
"Ocell","Passeriformes","Panurus biarmicus","Mallerenga de bigotis","En perill d'extinció"
"Ocell","Passeriformes","Parus major","Mallerenga carbonera","Protegida"
"Ocell","Passeriformes","Periparus ater (= Parus ater)","Mallerenga petita","Protegida"
"Ocell","Passeriformes","Petronia petronia","Pardal roquer","Protegida"
"Ocell","Passeriformes","Phoenicurus ochruros","Cotxa fumada","Protegida"
"Ocell","Passeriformes","Phoenicurus phoenicurus","Cotxa cua-roja","Vulnerable"
"Ocell","Passeriformes","Phylloscopus bonelli","Mosquiter pàl·lid","Protegida"
"Ocell","Passeriformes","Phylloscopus collybita","Mosquiter comú","Protegida"
"Ocell","Passeriformes","Phylloscopus ibericus","Mosquiter ibèric","Protegida"
"Ocell","Passeriformes","Phylloscopus sibilatrix","Mosquiter xiulaire","Protegida"
"Ocell","Passeriformes","Phylloscopus trochilus","Mosquiter de passa","Protegida"
"Ocell","Passeriformes","Plectrophenax nivalis","Sit blanc","Protegida"
"Ocell","Passeriformes","Poecile palustris (= Parus palustris)","Mallerenga d’aigua","Protegida"
"Ocell","Passeriformes","Prunella collaris","Cercavores","Protegida"
"Ocell","Passeriformes","Prunella modularis","Pardal de bardissa","Protegida"
"Ocell","Passeriformes","Ptyonoprogne rupestris","Roquerol","Protegida"
"Ocell","Passeriformes","Pyrrhocorax graculus","Gralla de bec groc","Protegida"
"Ocell","Passeriformes","Pyrrhocorax pyrrhocorax","Gralla de bec vermell","Protegida"
"Ocell","Passeriformes","Pyrrhula pyrrhula","Pinsà borroner","Protegida"
"Ocell","Passeriformes","Regulus ignicapilla","Bruel","Protegida"
"Ocell","Passeriformes","Regulus regulus","Reietó","Protegida"
"Ocell","Passeriformes","Remiz pendulinus","Teixidor","Protegida"
"Ocell","Passeriformes","Riparia riparia","Oreneta de ribera","Protegida"
"Ocell","Passeriformes","Saxicola rubetra","Bitxac rogenc","Vulnerable"
"Ocell","Passeriformes","Saxicola rubicola (= Saxicola torquata)","Bitxac comú","Protegida"
"Ocell","Passeriformes","Serinus serinus","Gafarró","Protegida"
"Ocell","Passeriformes","Sitta europaea","Pica-soques blau","Protegida"
"Ocell","Passeriformes","Spinus spinus (= Carduelis spinus)","Lluer","Protegida"
"Ocell","Passeriformes","Sylvia atricapilla","Tallarol de casquet","Protegida"
"Ocell","Passeriformes","Sylvia borin","Tallarol gros","Protegida"
"Ocell","Passeriformes","Tichodroma muraria","Pela-roques","Protegida"
"Ocell","Passeriformes","Troglodytes troglodytes","Cargolet","Protegida"
"Ocell","Passeriformes","Turdus torquatus","Merla de pit blanc","Protegida"
"Ocell","Pelecaniformes","Morus bassanus","Mascarell","Protegida"
"Ocell","Pelecaniformes","Phalacrocorax aristotelis desmarestii","Corbmarí emplomallat mediterrani","Vulnerable"
"Ocell","Piciformes","Dendrocopos major","Picot garser gros","Protegida"
"Ocell","Piciformes","Dendrocoptes medius (= Dendrocopos medius)","Picot garser mitjà","Protegida"
"Ocell","Piciformes","Dryobates minor (= Dendrocopos minor)","Picot garser petit","Protegida"
"Ocell","Piciformes","Dryocopus martius","Picot negre","Protegida"
"Ocell","Piciformes","Jynx torquilla","Colltort","Protegida"
"Ocell","Piciformes","Picus sharpei (= Picus viridis sharpei)","Picot verd","Protegida"
"Ocell","Podicipediformes","Podiceps auritus","Cabussó orellut","Protegida"
"Ocell","Podicipediformes","Podiceps cristatus","Cabussó emplomallat","Protegida"
"Ocell","Podicipediformes","Podiceps nigricollis","Cabussó capnegre","Protegida"
"Ocell","Podicipediformes","Tachybaptus ruficollis","Cabusset","Protegida"
"Ocell","Procel·lariformes","Ardenna grisea (= Puffinus griseus)","Baldriga grisa","Protegida"
"Ocell","Procel·lariformes","Calonectris diomedea","Baldriga cendrosa mediterrània","Vulnerable"
"Ocell","Procel·lariformes","Hydrobates pelagicus","Ocell de tempesta","En perill d'extinció"
"Ocell","Procel·lariformes","Puffinus mauretanicus","Baldriga balear","En perill d'extinció"
"Ocell","Procel·lariformes","Puffinus yelkouan","Baldriga mediterrània","Vulnerable"
"Ocell","Pteroclidiformes","Pterocles alchata","Ganga","Vulnerable"
"Ocell","Pteroclidiformes","Pterocles orientalis","Xurra","En perill d'extinció"
"Peix","Acipenseriformes","Acipenser sturio","Esturió europeu","Extinta com a reproductora"
"Peix","Carchariniformes","Carcharhinus plumbeus","Tauró gris","Protegida"
"Peix","Carchariniformes","Galeorhinus galeus","Caçó","Protegida"
"Peix","Carchariniformes","Mustelus mustelus","Mussola vera","Protegida"
"Peix","Carchariniformes","Sphyrna zygaena","Peix martell","Protegida"
"Peix","Cipriniformes","Achondrostoma arcasii (= Chondrostoma arcasii = Rutilus arcasii)","Madrilleta roja","En perill d'extinció"
"Peix","Cipriniformes","Aphanius iberus","Fartet","En perill d'extinció"
"Peix","Cipriniformes","Barbatula quignardi (= Noemachelius barbatulus)","Llop de riu","Vulnerable"
"Peix","Cipriniformes","Cobitis calderoni (= C. paludica)","Llopet ibèric","En perill d'extinció"
"Peix","Cipriniformes","Cobitis paludica","Llopet de riu","En perill d'extinció"
"Peix","Cipriniformes","Parachondrostoma miegii","Madrilla","Vulnerable"
"Peix","Cipriniformes","Valencia hispanica","Samaruc","En perill d'extinció"
"Peix","Clupeïformes","Alosa alosa","Guerxa","Protegida"
"Peix","Clupeïformes","Alosa fallax","Saboga","Vulnerable"
"Peix","Escorpeniformes","Cottus hispaniolensis (= Cottus gobio)","Cavilat","En perill d'extinció"
"Peix","Esqualiformes","Dalatias licha","Tauró gata","Protegida"
"Peix","Esqualiformes","Oxynotus centrina","Porc marí","Protegida"
"Peix","Esquatiniformes","Squatina aculeata","Àngel tacat","Protegida"
"Peix","Esquatiniformes","Squatina squatina","Àngel comú","Protegida"
"Peix","Gasterosteïformes","Gasterosteus aculeatus","Espinós, punxoset","En perill d'extinció"
"Peix","Lamniformes","Alopias superciliosus","Tauró guilla","Protegida"
"Peix","Lamniformes","Alopias vulpinus","Tauró guilla","Protegida"
"Peix","Lamniformes","Carcharias taurus","Tauró toro","Protegida"
"Peix","Lamniformes","Carcharodon carcharias","Tauró blanc","Protegida"
"Peix","Lamniformes","Cetorhinus maximus","Tauró pelegrí","Protegida"
"Peix","Lamniformes","Isurus oxyrinchus","Solraig, marraix comú o tauró mako","Protegida"
"Peix","Lamniformes","Lamna nasus","Marraix sardiner o Cailó","Protegida"
"Peix","Lamniformes","Odontaspis ferox","Solraig llis","Protegida"
"Peix","Myliobatiformes","Mobula mobular","Manta","Protegida"
"Peix","Perciformes","Salaria fluviatilis (= Blennius fluviatilis)","Rabosa de riu","Vulnerable"
"Peix","Petromizoniformes","Petromyzon marinus","Lampresa de mar","Extinta com a reproductora"
"Peix","Pristiformes","Pristis pectinata","Peix serra","Protegida"
"Peix","Pristiformes","Pristis pristis","Peix serra","Protegida"
"Peix","Rajiformes","Dipturus batis","Rajada noriega o comuna","Protegida"
"Peix","Rajiformes","Gymnura altavela","Mantellina","Protegida"
"Peix","Rajiformes","Leucoraja circularis","Rajada d'anells o falsa vela","Protegida"
"Peix","Rajiformes","Leucoraja fullonica","Rajada cardaire o clavellada","Protegida"
"Peix","Rajiformes","Pteromylaeus bovinus",,"Protegida"
"Peix","Rajiformes","Raja undulata","Rajada ondulada","Protegida"
"Peix","Rajiformes","Rostroraja alba","Rajada blanca","Protegida"
"Peix","Rhinobatiformes","Glaucostegus cemiculus (= Rhinobatos cemiculus)","Peix guitarra de musell negre","Protegida"
"Peix","Rhinobatiformes","Rhinobatos rhinobatos","Peix guitarra comú","Protegida"
"Peix","Singnatiformes","Hippocampus guttulatus (= Hippocampus ramulosus)","Cavallet de mar","Protegida"
"Peix","Singnatiformes","Hippocampus hippocampus","Cavallet de mar","Protegida"
"Rèptil","Escatosos","Acanthodactylus erythrurus","Sargantana cua-roja","Vulnerable"
"Rèptil","Escatosos","Anguis fragilis","Vidriol","Protegida"
"Rèptil","Escatosos","Blanus cinereus","Serpeta cega","Extinta com a reproductora"
"Rèptil","Escatosos","Chalcides bedriagai","Lludrió ibèric","Vulnerable"
"Rèptil","Escatosos","Chalcides striatus","Lludrió llistat","Protegida"
"Rèptil","Escatosos","Coronella austriaca","Serp llisa septentrional","Protegida"
"Rèptil","Escatosos","Coronella girondica","Serp llisa meridional","Protegida"
"Rèptil","Escatosos","Hemidactylus turcicus","Dragó rosat","Protegida"
"Rèptil","Escatosos","Hemorrhois hippocrepis","Serp de ferradura","Protegida"
"Rèptil","Escatosos","Hierophis viridiflavus","Serp verd-groga","Protegida"
"Rèptil","Escatosos","Iberolacerta aranica","Sargantana aranesa","En perill d'extinció"
"Rèptil","Escatosos","Iberolacerta aurelioi","Sargantana pallaresa","En perill d'extinció"
"Rèptil","Escatosos","Iberolacerta bonnali","Sargantana pirinenca","Vulnerable"
"Rèptil","Escatosos","Lacerta agilis","Llangardaix pirinenc","En perill d'extinció"
"Rèptil","Escatosos","Lacerta bilineata","Lluert","Protegida"
"Rèptil","Escatosos","Malpolon monspessulanus","Serp verda","Protegida"
"Rèptil","Escatosos","Natrix astreptophora (= Natrix natrix)","Serp de collaret ibèrica","Protegida"
"Rèptil","Escatosos","Natrix helvetica (= Natrix natrix)","Serp de collaret europea","Protegida"
"Rèptil","Escatosos","Natrix maura","Serp d’aigua","Protegida"
"Rèptil","Escatosos","Podarcis liolepis (= Podarcis hispanica)","Sargantana iberoprovençal","Protegida"
"Rèptil","Escatosos","Podarcis muralis","Sargantana roquera","Protegida"
"Rèptil","Escatosos","Psammodromus algirus","Sargantana cuallarga","Protegida"
"Rèptil","Escatosos","Psammodromus edwarsianus (= Psammodromus hispanicus)","Sargantana cendrosa","Vulnerable"
"Rèptil","Escatosos","Tarentola mauritanica","Dragó comú","Protegida"
"Rèptil","Escatosos","Timon lepidus (= Lacerta lepida)","Llangardaix ocel·lat","Protegida"
"Rèptil","Escatosos","Vipera aspis","Escurçó pirinenc","Protegida"
"Rèptil","Escatosos","Vipera latastei","Escurçó ibèric","Vulnerable"
"Rèptil","Escatosos","Zamenis longissimus","Serp d’Esculapi","Protegida"
"Rèptil","Escatosos","Zamenis scalaris (= Rinechis scalaris = Elaphe scalaris)","Serp blanca","Protegida"
"Rèptil","Escatosos","Zootoca vivipara","Sargantana vivípara","Protegida"
"Rèptil","Testudines","Caretta caretta","Tortuga careta","Vulnerable"
"Rèptil","Testudines","Chelonia mydas","Tortuga verda","Protegida"
"Rèptil","Testudines","Dermochelys coriacea","Tortuga llaüt","Protegida"
"Rèptil","Testudines","Emys orbicularis","Tortuga d'estany","En perill d'extinció"
"Rèptil","Testudines","Mauremys leprosa","Tortuga de rierol","Protegida"
"Rèptil","Testudines","Testudo hermanni","Tortuga mediterrània","En perill d'extinció"

